django.utils.autoreload INFO 2025-02-21 19:38:51,507 autoreload 20648 692 Watching for file changes with StatReloader
django.utils.autoreload DEBUG 2025-02-21 19:38:52,761 autoreload 20648 692 File F:\python\env\Lib\site-packages\charset_normalizer\constant.py first seen with mtime 1739855756.351512
django.utils.autoreload DEBUG 2025-02-21 19:38:52,761 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\DLLs\_asyncio.pyd first seen with mtime 1733239692.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,761 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\keyword.py first seen with mtime 1733239648.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,761 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\asyncio\base_tasks.py first seen with mtime 1733239648.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,761 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\views\decorators\__init__.py first seen with mtime 1739764112.3930523
django.utils.autoreload DEBUG 2025-02-21 19:38:52,762 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\core\files\temp.py first seen with mtime 1739764111.8932457
django.utils.autoreload DEBUG 2025-02-21 19:38:52,762 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\wsgiref\headers.py first seen with mtime 1733239650.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,762 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\db\models\deletion.py first seen with mtime 1739764112.2417812
django.utils.autoreload DEBUG 2025-02-21 19:38:52,762 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\db\models\fields\mixins.py first seen with mtime 1739764112.2523048
django.utils.autoreload DEBUG 2025-02-21 19:38:52,762 autoreload 20648 692 File F:\python\env\Lib\site-packages\certifi\core.py first seen with mtime 1739855756.8409643
django.utils.autoreload DEBUG 2025-02-21 19:38:52,762 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\db\backends\sqlite3\_functions.py first seen with mtime 1739764112.2190063
django.utils.autoreload DEBUG 2025-02-21 19:38:52,763 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\contrib\staticfiles\management\commands\__init__.py first seen with mtime 1739764111.762951
django.utils.autoreload DEBUG 2025-02-21 19:38:52,763 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\db\models\sql\where.py first seen with mtime 1739764112.2668152
django.utils.autoreload DEBUG 2025-02-21 19:38:52,763 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\db\models\query.py first seen with mtime 1739764112.2472806
django.utils.autoreload DEBUG 2025-02-21 19:38:52,763 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\utils\timezone.py first seen with mtime 1739764112.3840604
django.utils.autoreload DEBUG 2025-02-21 19:38:52,763 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\email\quoprimime.py first seen with mtime 1733239648.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,763 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\contrib\admin\templatetags\log.py first seen with mtime 1739764108.0560787
django.utils.autoreload DEBUG 2025-02-21 19:38:52,764 autoreload 20648 692 File F:\python\env\Lib\site-packages\requests\exceptions.py first seen with mtime 1739855756.956726
django.utils.autoreload DEBUG 2025-02-21 19:38:52,764 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\secrets.py first seen with mtime 1733239648.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,764 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\contrib\messages\apps.py first seen with mtime 1739764109.9556303
django.utils.autoreload DEBUG 2025-02-21 19:38:52,764 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\db\backends\base\__init__.py first seen with mtime 1739764112.1904504
django.utils.autoreload DEBUG 2025-02-21 19:38:52,764 autoreload 20648 692 File F:\python\env\Lib\site-packages\sqlparse\filters\output.py first seen with mtime 1739764102.448915
django.utils.autoreload DEBUG 2025-02-21 19:38:52,764 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\contrib\sites\shortcuts.py first seen with mtime 1739764110.4782393
django.utils.autoreload DEBUG 2025-02-21 19:38:52,765 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\checks.py first seen with mtime 1739764224.8394103
django.utils.autoreload DEBUG 2025-02-21 19:38:52,765 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\db\migrations\loader.py first seen with mtime 1739764112.2277572
django.utils.autoreload DEBUG 2025-02-21 19:38:52,765 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\settings.py first seen with mtime 1739764224.8539085
django.utils.autoreload DEBUG 2025-02-21 19:38:52,765 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\typing.py first seen with mtime 1733239650.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,765 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\asyncio\tasks.py first seen with mtime 1733239648.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,765 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\ssl.py first seen with mtime 1733239648.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,766 autoreload 20648 692 File F:\python\env\Lib\site-packages\PIL\_imaging.cp313-win_amd64.pyd first seen with mtime 1739764103.5581534
django.utils.autoreload DEBUG 2025-02-21 19:38:52,766 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\contrib\staticfiles\checks.py first seen with mtime 1739764111.7364278
django.utils.autoreload DEBUG 2025-02-21 19:38:52,766 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\shortcuts.py first seen with mtime 1739764107.291759
django.utils.autoreload DEBUG 2025-02-21 19:38:52,766 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\enum.py first seen with mtime 1733239648.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,766 autoreload 20648 692 File F:\python\env\Lib\site-packages\charset_normalizer\md__mypyc.cp313-win_amd64.pyd first seen with mtime 1739855756.355509
django.utils.autoreload DEBUG 2025-02-21 19:38:52,766 autoreload 20648 692 File F:\python\env\Lib\site-packages\urllib3\fields.py first seen with mtime 1739855743.9008079
django.utils.autoreload DEBUG 2025-02-21 19:38:52,767 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\importlib\abc.py first seen with mtime 1733239648.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,767 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\core\checks\urls.py first seen with mtime 1739764111.8799505
django.utils.autoreload DEBUG 2025-02-21 19:38:52,767 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\zipfile\_path\glob.py first seen with mtime 1733239650.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,767 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\db\backends\sqlite3\operations.py first seen with mtime 1739764112.2232525
django.utils.autoreload DEBUG 2025-02-21 19:38:52,767 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\json\encoder.py first seen with mtime 1733239648.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,767 autoreload 20648 692 File F:\python\env\Lib\site-packages\urllib3\util\__init__.py first seen with mtime 1739855743.9179366
django.utils.autoreload DEBUG 2025-02-21 19:38:52,768 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\db\models\indexes.py first seen with mtime 1739764112.2437756
django.utils.autoreload DEBUG 2025-02-21 19:38:52,768 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\db\models\sql\__init__.py first seen with mtime 1739764112.2617931
django.utils.autoreload DEBUG 2025-02-21 19:38:52,768 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\concurrent\futures\__init__.py first seen with mtime 1733239648.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,768 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\contrib\postgres\__init__.py first seen with mtime 1739764109.9631639
django.utils.autoreload DEBUG 2025-02-21 19:38:52,768 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\core\files\storage\__init__.py first seen with mtime 1739764111.921342
django.utils.autoreload DEBUG 2025-02-21 19:38:52,768 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\utils\json.py first seen with mtime 1739764225.0092514
django.utils.autoreload DEBUG 2025-02-21 19:38:52,769 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\utils\log.py first seen with mtime 1739764112.379051
django.utils.autoreload DEBUG 2025-02-21 19:38:52,769 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\db\models\fields\files.py first seen with mtime 1739764112.2507856
django.utils.autoreload DEBUG 2025-02-21 19:38:52,769 autoreload 20648 692 File F:\python\env\Lib\site-packages\requests\cookies.py first seen with mtime 1739855756.956726
django.utils.autoreload DEBUG 2025-02-21 19:38:52,769 autoreload 20648 692 File F:\python\env\Lib\site-packages\urllib3\util\ssl_match_hostname.py first seen with mtime 1739855743.9230883
django.utils.autoreload DEBUG 2025-02-21 19:38:52,769 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\core\cache\backends\filebased.py first seen with mtime 1739764111.8323877
django.utils.autoreload DEBUG 2025-02-21 19:38:52,769 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\core\checks\database.py first seen with mtime 1739764111.8679423
django.utils.autoreload DEBUG 2025-02-21 19:38:52,769 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\core\files\storage\base.py first seen with mtime 1739764111.9223409
django.utils.autoreload DEBUG 2025-02-21 19:38:52,770 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\json\__init__.py first seen with mtime 1733239648.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,770 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\views\static.py first seen with mtime 1739764112.392053
django.utils.autoreload DEBUG 2025-02-21 19:38:52,770 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\utils\translation\__init__.py first seen with mtime 1739764112.3865685
django.utils.autoreload DEBUG 2025-02-21 19:38:52,770 autoreload 20648 692 File F:\python\env\Lib\site-packages\PIL\_binary.py first seen with mtime 1739764103.5271633
django.utils.autoreload DEBUG 2025-02-21 19:38:52,770 autoreload 20648 692 File F:\python\env\Lib\site-packages\requests\packages.py first seen with mtime 1739855756.96172
django.utils.autoreload DEBUG 2025-02-21 19:38:52,770 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\template\backends\django.py first seen with mtime 1739764112.344456
django.utils.autoreload DEBUG 2025-02-21 19:38:52,771 autoreload 20648 692 File F:\python\advocatediary\advocatediary\advocate_views.py first seen with mtime 1740144972.007502
django.utils.autoreload DEBUG 2025-02-21 19:38:52,771 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\urls\utils.py first seen with mtime 1739764112.363036
django.utils.autoreload DEBUG 2025-02-21 19:38:52,771 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\views\decorators\cache.py first seen with mtime 1739764112.3930523
django.utils.autoreload DEBUG 2025-02-21 19:38:52,771 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\importlib\metadata\_functools.py first seen with mtime 1733239648.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,771 autoreload 20648 692 File F:\python\env\Lib\site-packages\sqlparse\engine\filter_stack.py first seen with mtime 1739764102.4449172
django.utils.autoreload DEBUG 2025-02-21 19:38:52,771 autoreload 20648 692 File F:\python\env\Lib\site-packages\tzlocal\win32.py first seen with mtime 1740112938.0790598
django.utils.autoreload DEBUG 2025-02-21 19:38:52,772 autoreload 20648 692 File F:\python\env\Lib\site-packages\apscheduler\util.py first seen with mtime 1740112938.25182
django.utils.autoreload DEBUG 2025-02-21 19:38:52,772 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\email\mime\__init__.py first seen with mtime 1733239648.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,772 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\utils\choices.py first seen with mtime 1739764112.3665428
django.utils.autoreload DEBUG 2025-02-21 19:38:52,772 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\core\handlers\exception.py first seen with mtime 1739764112.003111
django.utils.autoreload DEBUG 2025-02-21 19:38:52,772 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\forms\fields.py first seen with mtime 1739764112.2698052
django.utils.autoreload DEBUG 2025-02-21 19:38:52,772 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\db\migrations\migration.py first seen with mtime 1739764112.228756
django.utils.autoreload DEBUG 2025-02-21 19:38:52,772 autoreload 20648 692 File F:\python\env\Lib\site-packages\apscheduler\executors\__init__.py first seen with mtime 1740112938.2528195
django.utils.autoreload DEBUG 2025-02-21 19:38:52,773 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\middleware\csrf.py first seen with mtime 1739764112.3303225
django.utils.autoreload DEBUG 2025-02-21 19:38:52,773 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\utils\representation.py first seen with mtime 1739764225.0107625
django.utils.autoreload DEBUG 2025-02-21 19:38:52,773 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\DLLs\select.pyd first seen with mtime 1733239692.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,773 autoreload 20648 692 File F:\python\env\Lib\site-packages\dbbackup\log.py first seen with mtime 1739969515.944595
django.utils.autoreload DEBUG 2025-02-21 19:38:52,773 autoreload 20648 692 File F:\python\env\Lib\site-packages\urllib3\util\retry.py first seen with mtime 1739855743.9210877
django.utils.autoreload DEBUG 2025-02-21 19:38:52,773 autoreload 20648 692 File F:\python\env\Lib\site-packages\certifi\__init__.py first seen with mtime 1739855756.8364584
django.utils.autoreload DEBUG 2025-02-21 19:38:52,774 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\template\defaulttags.py first seen with mtime 1739764112.3379574
django.utils.autoreload DEBUG 2025-02-21 19:38:52,774 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\fractions.py first seen with mtime 1733239648.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,774 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\serializers.py first seen with mtime 1739764224.8529093
django.utils.autoreload DEBUG 2025-02-21 19:38:52,774 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\dispatch\__init__.py first seen with mtime 1739764112.2668152
django.utils.autoreload DEBUG 2025-02-21 19:38:52,774 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\contrib\messages\middleware.py first seen with mtime 1739764109.9576252
django.utils.autoreload DEBUG 2025-02-21 19:38:52,774 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\core\checks\translation.py first seen with mtime 1739764111.8789544
django.utils.autoreload DEBUG 2025-02-21 19:38:52,775 autoreload 20648 692 File F:\python\env\Lib\site-packages\django_apscheduler\util.py first seen with mtime 1740113078.0057378
django.utils.autoreload DEBUG 2025-02-21 19:38:52,775 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\db\models\enums.py first seen with mtime 1739764112.2417812
